,level_0,Unnamed: 0,index,Symbol,Name,Market Cap,Sector
3039,3039,3039.0,3516.0,MVT,Blackrock MuniVest Fund II Inc.  Common Stock,226306214.0,Financials
3040,3040,3040.0,3517.0,MWA,MUELLER WATER PRODUCTS Common Stock,5127501130.0,Industrials
3041,3041,3041.0,3518.0,MXC,Mexco Energy Corporation Common Stock,26260920.0,Energy
3042,3042,3042.0,3519.0,MXCT,MaxCyte Inc. Common Stock,514223986.0,Healthcare
3043,3043,3043.0,3520.0,MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,0.0,Financials
3044,3044,3044.0,3521.0,MXF,Mexico Fund Inc. (The) Common Stock,0.0,Financials
3045,3045,3045.0,3522.0,MXL,MaxLinear Inc. Common Stock,2513807293.0,Information Technology
3046,3046,3046.0,3523.0,MYD,Blackrock MuniYield Fund Inc.  Common Stock,490310813.0,Financials
3047,3047,3047.0,3524.0,MYE,Myers Industries Inc. Common Stock,719402838.0,Consumer Discretionary
3048,3048,3048.0,3525.0,MYFW,First Western Financial Inc. Common Stock,176447228.0,Financials
3049,3049,3049.0,3526.0,MYGN,Myriad Genetics Inc. Common Stock,1865982084.0,Healthcare
3050,3050,3050.0,3527.0,MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,741479409.0,Consumer Discretionary
3051,3051,3051.0,3528.0,MYMD,MyMD Pharmaceuticals Inc. Common Stock,42773556.0,Healthcare
3052,3052,3052.0,3529.0,MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,0.0,Financials
3053,3053,3053.0,3530.0,MYO,Myomo Inc. Common Stock,16996092.0,Healthcare
3054,3054,3054.0,3531.0,MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,631334919.0,Information Technology
3055,3055,3055.0,3532.0,MYPSW,PLAYSTUDIOS Inc. Warrant,89707673.0,Information Technology
3056,3056,3056.0,3533.0,MYRG,MYR Group Inc. Common Stock,2310731475.0,Industrials
3057,3057,3057.0,3534.0,NABL,N-able Inc. Common Stock,2584928893.0,Information Technology
3058,3058,3058.0,3535.0,NAC,Nuveen California Quality Municipal Income Fund,0.0,Healthcare
3059,3059,3059.0,3536.0,NAD,Nuveen Quality Municipal Income Fund Common Stock,0.0,Financials
3060,3060,3060.0,3537.0,NAII,Natural Alternatives International Inc. Common Stock,43573617.0,Healthcare
3061,3061,3061.0,3538.0,NAN,Nuveen New York Quality Municipal Income Fund Common Stock,3225709586.0,Financials
3062,3062,3062.0,3539.0,NAOV,NanoVibronix Inc. Common Stock,5651922.0,Healthcare
3063,3063,3063.0,3540.0,NAPA,The Duckhorn Portfolio Inc. Common Stock,1435407561.0,Consumer Staples
3064,3064,3064.0,3541.0,NARI,Inari Medical Inc. Common Stock,3314263275.0,Healthcare
3065,3065,3065.0,3542.0,NATH,Nathan's Famous Inc. Common Stock,329151810.0,Consumer Discretionary
3066,3066,3066.0,3543.0,NATI,National Instruments Corporation Common Stock,7519077368.0,Information Technology
3067,3067,3067.0,3544.0,NATR,Nature's Sunshine Products Inc. Common Stock,253494341.0,Healthcare
3068,3068,3068.0,3545.0,NAUT,Nautilus Biotechnolgy Inc. Common Stock,442027056.0,Industrials
3069,3069,3069.0,3546.0,NAVB,Navidea Biopharmaceuticals Inc. Common Stock,4102544.0,Healthcare
3070,3070,3070.0,3547.0,NAVI,Navient Corporation Common Stock,2326953148.0,Financials
3071,3071,3071.0,3548.0,NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,0.0,Financials
3072,3072,3072.0,3550.0,NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,0.0,Financials
3073,3073,3073.0,3551.0,NBH,Neuberger Berman Municipal Fund Inc. Common Stock,0.0,Financials
3074,3074,3074.0,3552.0,NBHC,National Bank Holdings Corporation Common Stock,1145651127.0,Financials
3075,3075,3075.0,3553.0,NBIX,Neurocrine Biosciences Inc. Common Stock,9324251519.0,Healthcare
3076,3076,3076.0,3554.0,NBN,Northeast Bank Common Stock,370974140.0,Financials
3077,3077,3077.0,3555.0,NBO,Neuberger Berman New York Municipal Fund Inc. Common Stock,0.0,Financials
3078,3078,3078.0,3556.0,NBSE,NeuBase Therapeutics Inc.  Common Stock,3249317.0,Healthcare
3079,3079,3079.0,3557.0,NBST,Newbury Street Acquisition Corporation Common Stock,0.0,Financials
3080,3080,3080.0,3559.0,NBTB,NBT Bancorp Inc. Common Stock,1387955140.0,Financials
3081,3081,3081.0,3560.0,NBW,Neuberger Berman California Municipal Fund Inc Common Stock,0.0,Financials
3082,3082,3082.0,3561.0,NBY,NovaBay Pharmaceuticals Inc. Common Stock,1882889.0,Healthcare
3083,3083,3083.0,3562.0,NC,NACCO Industries Inc. Common Stock,270603819.0,Energy
3084,3084,3084.0,3563.0,NCA,Nuveen California Municipal Value Fund,0.0,Financials
3085,3085,3085.0,3564.0,NCAC,Newcourt Acquisition Corp Class A Ordinary Share,0.0,Financials
3086,3086,3086.0,3566.0,NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,9552198930.0,Consumer Discretionary
3087,3087,3087.0,3567.0,NCMI,National CineMedia Inc. Common Stock,59006263.0,Consumer Discretionary
3088,3088,3088.0,3568.0,NCNO,nCino Inc. Common Stock,2938280098.0,Information Technology
3089,3089,3089.0,3569.0,NCPL,Netcapital Inc. Common Stock,6557519.0,Financials
3090,3090,3090.0,3571.0,NCR,NCR Corporation Common Stock,3553524000.0,Information Technology
3091,3091,3091.0,3572.0,NCSM,NCS Multistage Holdings Inc. Common Stock,44704615.0,Energy
3092,3092,3092.0,3573.0,NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,306366399.0,Financials
3093,3093,3093.0,3574.0,NCV-PA,Virtus Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,433621056.0,Financials
3094,3094,3094.0,3575.0,NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,230630719.0,Financials
3095,3095,3095.0,3576.0,NCZ-PA,Virtus Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,320623424.0,Financials
3096,3096,3096.0,3577.0,NDAQ,Nasdaq Inc. Common Stock,24096651451.0,Financials
3097,3097,3097.0,3578.0,NDLS,Noodles & Company Class A Common Stock,146027165.0,Consumer Discretionary
3098,3098,3098.0,3579.0,NDP,Tortoise Energy Independence Fund Inc. Common Stock,0.0,Financials
3099,3099,3099.0,3580.0,NDRA,ENDRA Life Sciences Inc. Common Stock,10698692.0,Healthcare
3100,3100,3100.0,3581.0,NDSN,Nordson Corporation Common Stock,14035190809.0,Industrials
3101,3101,3101.0,3582.0,NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,0.0,Financials
3102,3102,3102.0,3583.0,NECB,NorthEast Community Bancorp Inc. Common Stock,221402266.0,Financials
3103,3103,3103.0,3584.0,NEE,NextEra Energy Inc. Common Stock,145099587676.0,Utilities
3104,3104,3104.0,3586.0,NEE-PQ,NextEra Energy Inc. 6.219% Corporate Units,19280370693.93007,Utilities
3105,3105,3105.0,3588.0,NEM,Newmont Corporation,33862686885.0,Materials
3106,3106,3106.0,3589.0,NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,8556419.0,Financials
3107,3107,3107.0,3590.0,NEO,NeoGenomics Inc. Common Stock,2163725220.0,Healthcare
3108,3108,3108.0,3591.0,NEOG,Neogen Corporation Common Stock,4657396484.0,Healthcare
3109,3109,3109.0,3592.0,NEOV,NeoVolta Inc. Common Stock,99796932.0,Industrials
3110,3110,3110.0,3594.0,NEP,NextEra Energy Partners LP Common Units representing limited partner interests,5150107227.0,Utilities
3111,3111,3111.0,3595.0,NEPH,Nephros Inc. Common Stock,15098302.0,Healthcare
3112,3112,3112.0,3596.0,NERV,Minerva Neurosciences Inc Common Stock,62644568.0,Healthcare
3113,3113,3113.0,3597.0,NET,Cloudflare Inc. Class A Common Stock,21733584075.0,Information Technology
3114,3114,3114.0,3598.0,NEU,NewMarket Corp Common Stock,4139836187.0,Industrials
3115,3115,3115.0,3599.0,NEWR,New Relic Inc. Common Stock,4816988444.0,Information Technology
3116,3116,3116.0,3600.0,NEWT,NewtekOne Inc. Common Stock,411948483.0,Financials
3117,3117,3117.0,3601.0,NEWTL,NewtekOne Inc. 5.75% Notes due 2024,605126236.0,Financials
3118,3118,3118.0,3602.0,NEWTZ,NewtekOne Inc. 5.50% Notes Due 2026,582513365.0,Financials
3119,3119,3119.0,3603.0,NEX,NexTier Oilfield Solutions Inc. Common Stock,2318811248.0,Energy
3120,3120,3120.0,3604.0,NEXI,NexImmune Inc. Common Stock,7320221.0,Healthcare
3121,3121,3121.0,3605.0,NEXT,NextDecade Corporation Common Stock,1287344627.0,Energy
3122,3122,3122.0,3606.0,NFBK,Northfield Bancorp Inc. Common Stock (Delaware),509970630.0,Financials
3123,3123,3123.0,3607.0,NFE,New Fortress Energy Inc. Class A Common Stock,5664983183.0,Utilities
3124,3124,3124.0,3608.0,NFG,National Fuel Gas Company Common Stock,4581019400.0,Energy
3125,3125,3125.0,3609.0,NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,0.0,Financials
3126,3126,3126.0,3610.0,NFLX,Netflix Inc. Common Stock,196356384381.0,Consumer Discretionary
3127,3127,3127.0,3612.0,NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,513197364.0,Utilities
3128,3128,3128.0,3613.0,NGL-PB,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,1751585792.0,Utilities
3129,3129,3129.0,3614.0,NGL-PC,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,1666600448.0,Utilities
3130,3130,3130.0,3615.0,NGM,NGM Biopharmaceuticals Inc. Common Stock,248723905.0,Healthcare
3131,3131,3131.0,3616.0,NGS,Natural Gas Services Group Inc. Common Stock,124640922.0,Energy
3132,3132,3132.0,3617.0,NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,280998383.0,Consumer Staples
3133,3133,3133.0,3618.0,NHC,National HealthCare Corporation Common Stock,875869726.0,Healthcare
3134,3134,3134.0,3619.0,NHI,National Health Investors Inc. Common Stock,2270098981.0,Real Estate
3135,3135,3135.0,3620.0,NHS,Neuberger Berman High Yield Strategies Fund,0.0,Financials
3136,3136,3136.0,3621.0,NHTC,Natural Health Trends Corp. Common Stock,60943122.0,Consumer Discretionary
3137,3137,3137.0,3622.0,NHWK,NightHawk Biosciences Inc. Common Stock,16687123.0,Healthcare
3138,3138,3138.0,3623.0,NI,NiSource Inc Common Stock,11239450189.0,Utilities
3139,3139,3139.0,3624.0,NI-PB,NiSource Inc Depositary Shares representing 1/1000th ownership interest in a share of 6.50% Series B Preferred Stock and 1/1000th ownership interest in a share of Series B-1 Preferred Stock,10439535616.0,Utilities
3140,3140,3140.0,3625.0,NIC,Nicolet Bankshares Inc. Common Stock,1003084547.0,Financials
3141,3141,3141.0,3626.0,NICK,Nicholas Financial Inc. Common Stock,62865000.0,Financials
3142,3142,3142.0,3627.0,NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,585490430.0,Financials
3143,3143,3143.0,3628.0,NIM,Nuveen Select Maturities Municipal Fund Common Stock,0.0,Financials
3144,3144,3144.0,3629.0,NIMC,NiSource Inc Series A Corporate Units,41872218510.0,Utilities
3145,3145,3145.0,3630.0,NINE,Nine Energy Service Inc. Common Stock,154489622.0,Energy
3146,3146,3146.0,3632.0,NIR,Near Intelligence Inc. Common Stock,91968335.0,Information Technology
3147,3147,3147.0,3634.0,NJR,NewJersey Resources Corporation Common Stock,4425457772.0,Utilities
3148,3148,3148.0,3635.0,NKE,Nike Inc. Common Stock,164018552342.0,Consumer Discretionary
3149,3149,3149.0,3636.0,NKLA,Nikola Corporation Common Stock,1023784542.0,Consumer Discretionary
3150,3150,3150.0,3637.0,NKSH,National Bankshares Inc. Common Stock,171743273.0,Financials
3151,3151,3151.0,3638.0,NKTR,Nektar Therapeutics  Common Stock,106936787.0,Healthcare
3152,3152,3152.0,3639.0,NKTX,Nkarta Inc. Common Stock,101784650.0,Healthcare
3153,3153,3153.0,3640.0,NKX,Nuveen California AMT-Free Quality Municipal Income Fund,0.0,Financials
3154,3154,3154.0,3641.0,NL,NL Industries Inc. Common Stock,278737841.0,Industrials
3155,3155,3155.0,3642.0,NLS,Nautilus Inc. Common Stock,36144200.0,Consumer Discretionary
3156,3156,3156.0,3643.0,NLY,Annaly Capital Management Inc. Common Stock,9650433529.0,Real Estate
3157,3157,3157.0,3644.0,NLY-PF,Annaly Capital Management Inc 6.95% Series F,13225113600.0,Real Estate
3158,3158,3158.0,3645.0,NLY-PG,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,13459877888.0,Real Estate
3159,3159,3159.0,3646.0,NLY-PI,Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,5918205737.28169,Real Estate
3160,3160,3160.0,3647.0,NMFC,New Mountain Finance Corporation Common Stock,1267769047.0,Financials
3161,3161,3161.0,3648.0,NMI,Nuveen Municipal Income Fund Inc. Common Stock,0.0,Financials
3162,3162,3162.0,3649.0,NMIH,NMI Holdings Inc. Class A Common Stock,2136962491.0,Financials
3163,3163,3163.0,3650.0,NMK-PB,Niagara Mohawk Holdings Inc. Preferred Stock,16488119296.0,Utilities
3164,3164,3164.0,3651.0,NMRK,Newmark Group Inc. Class A Common Stock,1104607402.0,Financials
3165,3165,3165.0,3652.0,NMS,Nuveen Minnesota Quality Municipal Income Fund ,0.0,Financials
3166,3166,3166.0,3653.0,NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,0.0,Financials
3167,3167,3167.0,3654.0,NMTC,NeuroOne Medical Technologies Corporation Common Stock,25640193.0,Healthcare
3168,3168,3168.0,3655.0,NMTR,9 Meters Biopharma Inc. Common Stock,9572315.0,Healthcare
3169,3169,3169.0,3656.0,NMZ,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,0.0,Financials
3170,3170,3170.0,3657.0,NN,NextNav Inc. Common Stock,322077756.0,Industrials
3171,3171,3171.0,3659.0,NNBR,NN Inc. Common Stock,115960408.0,Industrials
3172,3172,3172.0,3660.0,NNI,Nelnet Inc. Common Stock,3561480222.0,Financials
3173,3173,3173.0,3661.0,NNN,NNN REIT Inc. Common Stock,7733243384.0,Real Estate
3174,3174,3174.0,3662.0,NNVC,NanoViricides Inc. Common Stock,16449060.0,Healthcare
3175,3175,3175.0,3663.0,NNY,Nuveen New York Municipal Value Fund Common Stock,0.0,Financials
3176,3176,3176.0,3664.0,NOC,Northrop Grumman Corporation Common Stock,68730066213.0,Industrials
3177,3177,3177.0,3665.0,NODK,NI Holdings Inc. Common Stock,295434984.0,Financials
3178,3178,3178.0,3666.0,NOG,Northern Oil and Gas Inc. Common Stock,2986876668.0,Energy
3179,3179,3179.0,3667.0,NOGN,Nogin Inc. Common Stock,11752432.0,Information Technology
3180,3180,3180.0,3669.0,NOM,Nuveen Missouri Quality Municipal Income Fund ,0.0,Financials
3181,3181,3181.0,3670.0,NOTE,FiscalNote Holdings Inc. Class A common stock,502291729.0,Information Technology
3182,3182,3182.0,3671.0,NOTV,Inotiv Inc. Common Stock,128284685.0,Healthcare
3183,3183,3183.0,3672.0,NOV,NOV Inc. Common Stock,6736634322.0,Industrials
3184,3184,3184.0,3673.0,NOVA,Sunnova Energy International Inc. Common Stock,2183928191.0,Utilities
3185,3185,3185.0,3674.0,NOVN,Novan Inc. Common Stock,15979968.0,Healthcare
3186,3186,3186.0,3675.0,NOVT,Novanta Inc. Common Stock,6428534910.0,Information Technology
3187,3187,3187.0,3676.0,NOW,ServiceNow Inc. Common Stock,230425440000.0,Information Technology
3188,3188,3188.0,3677.0,NPAB,New Providence Acquisition Corp. II Class A Common Stock,0.0,Financials
3189,3189,3189.0,3679.0,NPCE,Neuropace Inc. Common Stock,107718735.0,Healthcare
3190,3190,3190.0,3680.0,NPK,National Presto Industries Inc. Common Stock,543988004.0,Industrials
3191,3191,3191.0,3681.0,NPO,EnPro Industries Inc,2809151450.0,Industrials
3192,3192,3192.0,3682.0,NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,0.0,Financials
3193,3193,3193.0,3683.0,NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,0.0,Financials
3194,3194,3194.0,3684.0,NR,Newpark Resources Inc. Common Stock,450093937.0,Industrials
3195,3195,3195.0,3685.0,NRAC,Northern Revival Acquisition Corporation Class A Ordinary Share,0.0,Financials
3196,3196,3196.0,3687.0,NRBO,NeuroBo Pharmaceuticals Inc. Common Stock,11852857.0,Healthcare
3197,3197,3197.0,3688.0,NRC,National Research Corporation Common Stock (Delaware),1034842721.0,Healthcare
3198,3198,3198.0,3689.0,NRDS,NerdWallet Inc. Class A Common Stock,705858840.0,Information Technology
3199,3199,3199.0,3690.0,NRDY,Nerdy Inc. Class A Common Stock,717551346.0,Information Technology
3200,3200,3200.0,3691.0,NRG,NRG Energy Inc. Common Stock,8709690708.0,Utilities
3201,3201,3201.0,3692.0,NRGV,Energy Vault Holdings Inc. Common Stock,398762759.0,Utilities
3202,3202,3202.0,3693.0,NRIM,Northrim BanCorp Inc Common Stock,225598151.0,Financials
3203,3203,3203.0,3694.0,NRIX,Nurix Therapeutics Inc. Common stock,473979086.0,Healthcare
3204,3204,3204.0,3695.0,NRK,Nuveen New York AMT-Free Quality Municipal Income Fund ,0.0,Financials
3205,3205,3205.0,3696.0,NRO,Neuberger Berman Real Estate Securities Income Fund Inc. Neuberger Berman Real Estate Securities Income Fund Inc.,0.0,Financials
3206,3206,3206.0,3697.0,NRP,Natural Resource Partners LP Limited Partnership,661549855.0,Energy
3207,3207,3207.0,3698.0,NRT,North European Oil Royality Trust Common Stock,136755979.0,Energy
3208,3208,3208.0,3699.0,NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),0.0,Financials
3209,3209,3209.0,3700.0,NRXP,NRX Pharmaceuticals Inc. Common Stock,32342441.0,Healthcare
3210,3210,3210.0,3702.0,NS,Nustar Energy L.P.  Common Units,1906451827.0,Energy
3211,3211,3211.0,3703.0,NS-PA,Nustar Energy L.P. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,3165697536.0,Energy
3212,3212,3212.0,3704.0,NS-PB,Nustar Energy L.P. 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,3202294272.0,Energy
3213,3213,3213.0,3705.0,NS-PC,Nustar Energy L.P. 9.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,2362987264.0,Energy
3214,3214,3214.0,3706.0,NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,3136539183.0,Real Estate
3215,3215,3215.0,3707.0,NSA-PA,National Storage Affiliates Trust 6.000% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest (Liquidation Preference $25.00 per share),2227872000.0,Real Estate
3216,3216,3216.0,3708.0,NSC,Norfolk Southern Corporation Common Stock,52113534086.0,Industrials
3217,3217,3217.0,3709.0,NSIT,Insight Enterprises Inc. Common Stock,4888573164.0,Information Technology
3218,3218,3218.0,3710.0,NSL,Nuveen Senior Income Fund Common Stock,0.0,Financials
3219,3219,3219.0,3711.0,NSP,Insperity Inc. Common Stock,4390910394.0,Consumer Discretionary
3220,3220,3220.0,3712.0,NSS,NuStar Logistics L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043,0.0,Energy
3221,3221,3221.0,3713.0,NSSC,NAPCO Security Technologies Inc. Common Stock,1249369164.0,Communication Services
3222,3222,3222.0,3714.0,NSTG,NanoString Technologies Inc. Common Stock,208268504.0,Healthcare
3223,3223,3223.0,3716.0,NSYS,Nortech Systems Incorporated Common Stock,26628241.0,Information Technology
3224,3224,3224.0,3717.0,NTAP,NetApp Inc. Common Stock,16641786516.0,Information Technology
3225,3225,3225.0,3718.0,NTCT,NetScout Systems Inc. Common Stock,2162219818.0,Information Technology
3226,3226,3226.0,3719.0,NTGR,NETGEAR Inc. Common Stock,422761643.0,Utilities
3227,3227,3227.0,3720.0,NTIC,Northern Technologies International Corporation Common Stock,101999639.0,Industrials
3228,3228,3228.0,3721.0,NTIP,Network-1 Technologies Inc. Common Stock,54740023.0,Industrials
3229,3229,3229.0,3722.0,NTLA,Intellia Therapeutics Inc. Common Stock,3781247956.0,Healthcare
3230,3230,3230.0,3723.0,NTNX,Nutanix Inc. Class A Common Stock,6561183156.0,Information Technology
3231,3231,3231.0,3724.0,NTRA,Natera Inc. Common Stock,5521914547.0,Healthcare
3232,3232,3232.0,3725.0,NTRB,Nutriband Inc. Common Stock,24361097.0,Healthcare
3233,3233,3233.0,3726.0,NTRBW,Nutriband Inc. Warrant,8459802.0,Healthcare
3234,3234,3234.0,3727.0,NTRS,Northern Trust Corporation Common Stock,15361081318.0,Financials
3235,3235,3235.0,3728.0,NTRSO,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,4379356155.0,Financials
3236,3236,3236.0,3729.0,NTST,NetSTREIT Corp. Common Stock,1046225791.0,Real Estate
3237,3237,3237.0,3730.0,NTWK,NetSol Technologies Inc. Common  Stock,25987725.0,Information Technology
3238,3238,3238.0,3733.0,NUE,Nucor Corporation Common Stock,41240752577.0,Industrials
3239,3239,3239.0,3734.0,NURO,NeuroMetrix Inc. Common Stock,7254719.0,Healthcare
3240,3240,3240.0,3735.0,NUS,Nu Skin Enterprises Inc. Common Stock,1493165828.0,Healthcare
3241,3241,3241.0,3737.0,NUV,Nuveen Municipal Value Fund Inc. Common Stock,0.0,Financials
3242,3242,3242.0,3738.0,NUVA,NuVasive Inc. Common Stock,2179262889.0,Healthcare
3243,3243,3243.0,3739.0,NUVB,Nuvation Bio Inc. Class A Common Stock,371966327.0,Healthcare
3244,3244,3244.0,3740.0,NUVL,Nuvalent Inc. Class A Common Stock,2381358471.0,Healthcare
3245,3245,3245.0,3741.0,NUW,Nuveen AMT-Free Municipal Value Fund,0.0,Financials
3246,3246,3246.0,3742.0,NUWE,Nuwellis Inc. Common Stock,2956983.0,Healthcare
3247,3247,3247.0,3743.0,NUZE,NuZee Inc. Common Stock,7500080.0,Consumer Discretionary
3248,3248,3248.0,3747.0,NVAX,Novavax Inc. Common Stock,807815596.0,Healthcare
3249,3249,3249.0,3749.0,NVDA,NVIDIA Corporation Common Stock,1041846000000.0,Information Technology
3250,3250,3250.0,3750.0,NVEC,NVE Corporation Common Stock,453179787.0,Information Technology
3251,3251,3251.0,3751.0,NVEE,NV5 Global Inc. Common Stock,1747222307.0,Consumer Discretionary
3252,3252,3252.0,3752.0,NVFY,Nova Lifestyle Inc. Common Stock,2953257.0,Consumer Discretionary
3253,3253,3253.0,3753.0,NVG,Nuveen AMT-Free Municipal Credit Income Fund ,0.0,Financials
3254,3254,3254.0,3754.0,NVIV,InVivo Therapeutics Holdings Corp Common Stock,4099189.0,Healthcare
3255,3255,3255.0,3755.0,NVNO,enVVeno Medical Corporation Common Stock,36183040.0,Healthcare
3256,3256,3256.0,3756.0,NVOS,Novo Integrated Sciences Inc. Common Stock,19628194.0,Healthcare
3257,3257,3257.0,3757.0,NVR,NVR Inc. Common Stock,20175873055.0,Consumer Discretionary
3258,3258,3258.0,3758.0,NVRI,Enviri Corporation Common Stock,749540706.0,Industrials
3259,3259,3259.0,3759.0,NVRO,Nevro Corp. Common Stock,883967361.0,Healthcare
3260,3260,3260.0,3760.0,NVST,Envista Holdings Corporation Common Stock,5539677135.0,Healthcare
3261,3261,3261.0,3761.0,NVTA,Invitae Corporation Common Stock,304989432.0,Healthcare
3262,3262,3262.0,3762.0,NVTS,Navitas Semiconductor Corporation Common Stock,1769266206.0,Information Technology
3263,3263,3263.0,3763.0,NWBI,Northwest Bancshares Inc. Common Stock,1368472872.0,Financials
3264,3264,3264.0,3764.0,NWE,NorthWestern Corporation Common Stock,3358081416.0,Utilities
3265,3265,3265.0,3765.0,NWFL,Norwood Financial Corp. Common Stock,237177043.0,Financials
3266,3266,3266.0,3766.0,NWL,Newell Brands Inc. Common Stock,3681349000.0,Industrials
3267,3267,3267.0,3767.0,NWLI,National Western Life Group Inc. Class A Common Stock,1489895555.0,Financials
3268,3268,3268.0,3768.0,NWN,Northwest Natural Holding Company Common Stock,1514871620.0,Utilities
3269,3269,3269.0,3769.0,NWPX,Northwest Pipe Company Common Stock,301869025.0,Industrials
3270,3270,3270.0,3770.0,NWS,News Corporation Class B Common Stock,11373961084.0,Consumer Discretionary
3271,3271,3271.0,3771.0,NWSA,News Corporation Class A Common Stock,11222682652.0,Consumer Discretionary
3272,3272,3272.0,3772.0,NX,Quanex Building Products Corporation Common Stock,871264946.0,Industrials
3273,3273,3273.0,3773.0,NXC,Nuveen California Select Tax-Free Income Portfolio Common Stock,83645611.0,Financials
3274,3274,3274.0,3774.0,NXGL,NexGel Inc Common Stock,12575423.0,Healthcare
3275,3275,3275.0,3776.0,NXGN,NextGen Healthcare Inc. Common Stock,1057008123.0,Information Technology
3276,3276,3276.0,3777.0,NXJ,Nuveen New Jersey Qualified Municipal Fund ,0.0,Financials
3277,3277,3277.0,3780.0,NXN,Nuveen New York Select Tax-Free Income Portfolio Common Stock,46902495.0,Financials
3278,3278,3278.0,3781.0,NXP,Nuveen Select Tax Free Income Portfolio Common Stock,675779192.0,Financials
3279,3279,3279.0,3782.0,NXPL,NextPlat Corp Common Stock,51955765.0,Communication Services
3280,3280,3280.0,3784.0,NXRT,NexPoint Residential Trust Inc. Common Stock,1208222176.0,Real Estate
3281,3281,3281.0,3785.0,NXST,Nexstar Media Group Inc. Common Stock,6183838376.0,Industrials
3282,3282,3282.0,3787.0,NXTC,NextCure Inc. Common Stock,50381189.0,Healthcare
3283,3283,3283.0,3788.0,NXTP,NextPlay Technologies Inc. Common Stock,7187272.0,Financials
3284,3284,3284.0,3790.0,NYCB,New York Community Bancorp Inc. Common Stock,8268339299.0,Financials
3285,3285,3285.0,3791.0,NYCB-PA,New York Community Bancorp Inc. Depositary shares each representing a 1/40th interest in a share of Fixed-to-Floating Rate Series A Noncumulative Perpetual Preferred Stock,3846779904.0,Financials
3286,3286,3286.0,3792.0,NYCB-PU,New York Community Bancorp Inc. New York Community Capital Tr V (BONUSES),7836140598.904445,Financials
3287,3287,3287.0,3793.0,NYMT,New York Mortgage Trust Inc. Common Stock,907241955.0,Real Estate
3288,3288,3288.0,3794.0,NYMTL,New York Mortgage Trust Inc. 6.875% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,1692302582.0,Real Estate
3289,3289,3289.0,3795.0,NYMTM,New York Mortgage Trust Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,1974049078.0,Real Estate
3290,3290,3290.0,3796.0,NYMTN,New York Mortgage Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,1891987075.0,Real Estate
3291,3291,3291.0,3797.0,NYMTZ,New York Mortgage Trust Inc. 7.000% Series G Cumulative Redeemable Preferred Stock $0.01 par value per share,1622148616.0,Real Estate
3292,3292,3292.0,3798.0,NYT,New York Times Company (The) Common Stock,6690755692.0,Consumer Discretionary
3293,3293,3293.0,3799.0,NZF,Nuveen Municipal Credit Income Fund ,0.0,Financials
3294,3294,3294.0,3800.0,O,Realty Income Corporation Common Stock,39935558166.0,Real Estate
